mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.17817115783691406,0.03301424645617413,0.0015278339385986328,0.0006735944449359379,logistic,20,adam,"{'activation': 'logistic', 'hidden_layer_sizes': 20, 'solver': 'adam'}",0.8791208791208791,0.8571428571428571,0.8241758241758241,0.8131868131868132,0.8021978021978022,0.8351648351648351,0.028655834748143493,41
0.3471713066101074,0.060983931434352455,0.0012027263641357423,0.00039576454608809353,logistic,50,lbfgs,"{'activation': 'logistic', 'hidden_layer_sizes': 50, 'solver': 'lbfgs'}",0.9120879120879121,0.945054945054945,0.9560439560439561,0.945054945054945,0.9560439560439561,0.9428571428571428,0.016150481820548446,10
0.08091769218444825,0.035135655458220665,0.0016137123107910155,0.000504629052979245,logistic,50,sgd,"{'activation': 'logistic', 'hidden_layer_sizes': 50, 'solver': 'sgd'}",0.6263736263736264,0.6263736263736264,0.6263736263736264,0.6263736263736264,0.6263736263736264,0.6263736263736264,0.0,45
0.4735616683959961,0.04122975797132928,0.002932834625244141,0.0011150360494862255,logistic,50,adam,"{'activation': 'logistic', 'hidden_layer_sizes': 50, 'solver': 'adam'}",0.9340659340659341,0.9230769230769231,0.945054945054945,0.9120879120879121,0.9120879120879121,0.9252747252747252,0.01281527888976989,29
0.7108504295349121,0.043918081627275646,0.002010822296142578,0.0005756755104578822,logistic,100,lbfgs,"{'activation': 'logistic', 'hidden_layer_sizes': 100, 'solver': 'lbfgs'}",0.9010989010989011,0.9010989010989011,0.978021978021978,0.945054945054945,0.9560439560439561,0.9362637362637363,0.030611842367437612,21
0.12241997718811035,0.017386892410934073,0.0017919063568115235,0.0003570028692934055,logistic,100,sgd,"{'activation': 'logistic', 'hidden_layer_sizes': 100, 'solver': 'sgd'}",0.6263736263736264,0.6263736263736264,0.6263736263736264,0.6263736263736264,0.6263736263736264,0.6263736263736264,0.0,45
0.8683150768280029,0.10061966731186084,0.0018270492553710937,0.0003774392289296124,logistic,100,adam,"{'activation': 'logistic', 'hidden_layer_sizes': 100, 'solver': 'adam'}",0.9230769230769231,0.945054945054945,0.9560439560439561,0.9230769230769231,0.9230769230769231,0.9340659340659341,0.013900121583157697,24
0.04240560531616211,0.0039783025490597234,0.0012209892272949218,0.00040898613541220745,tanh,10,lbfgs,"{'activation': 'tanh', 'hidden_layer_sizes': 10, 'solver': 'lbfgs'}",0.9230769230769231,0.9340659340659341,0.978021978021978,0.967032967032967,0.9560439560439561,0.9516483516483516,0.02038157911097955,4
0.06125078201293945,0.0027883031954355894,0.001205587387084961,0.0003943310277556527,tanh,10,sgd,"{'activation': 'tanh', 'hidden_layer_sizes': 10, 'solver': 'sgd'}",0.8131868131868132,0.8571428571428571,0.9120879120879121,0.7692307692307693,0.6373626373626373,0.7978021978021977,0.09314118725458063,42
0.07279834747314454,0.00743123858477351,0.0012132644653320313,0.00039129959725849544,tanh,10,adam,"{'activation': 'tanh', 'hidden_layer_sizes': 10, 'solver': 'adam'}",0.9120879120879121,0.9120879120879121,0.945054945054945,0.9340659340659341,0.9340659340659341,0.9274725274725275,0.01318681318681319,28
0.047874975204467776,0.004547941833816923,0.0013878345489501953,0.0004900899279398292,tanh,20,lbfgs,"{'activation': 'tanh', 'hidden_layer_sizes': 20, 'solver': 'lbfgs'}",0.8901098901098901,0.9010989010989011,0.9560439560439561,0.945054945054945,0.9560439560439561,0.9296703296703297,0.028316700498297005,27
0.06676478385925293,0.003711294794508727,0.0014025211334228516,0.0004975675586918415,tanh,20,sgd,"{'activation': 'tanh', 'hidden_layer_sizes': 20, 'solver': 'sgd'}",0.8571428571428571,0.9010989010989011,0.7912087912087912,0.7802197802197802,0.8571428571428571,0.8373626373626373,0.045255517103239565,40
0.07704200744628906,0.00582693237639142,0.0010921001434326173,0.00018615197443979246,tanh,20,adam,"{'activation': 'tanh', 'hidden_layer_sizes': 20, 'solver': 'adam'}",0.9120879120879121,0.9120879120879121,0.967032967032967,0.9230769230769231,0.967032967032967,0.9362637362637363,0.025441399786352147,21
0.08905110359191895,0.008241466658262704,0.0012013435363769532,0.0003964106037921997,tanh,50,lbfgs,"{'activation': 'tanh', 'hidden_layer_sizes': 50, 'solver': 'lbfgs'}",0.9010989010989011,0.945054945054945,0.978021978021978,0.945054945054945,0.967032967032967,0.9472527472527472,0.02637362637362636,6
0.11227445602416992,0.009036161124531874,0.0013972282409667968,0.0004874234142610933,tanh,50,sgd,"{'activation': 'tanh', 'hidden_layer_sizes': 50, 'solver': 'sgd'}",0.8901098901098901,0.8681318681318682,0.8791208791208791,0.8351648351648352,0.8791208791208791,0.8703296703296705,0.018906209378115636,34
0.11937665939331055,0.009388978300715316,0.0011996746063232422,0.00039284313709644995,tanh,50,adam,"{'activation': 'tanh', 'hidden_layer_sizes': 50, 'solver': 'adam'}",0.9230769230769231,0.9120879120879121,0.978021978021978,0.9340659340659341,0.9560439560439561,0.9406593406593406,0.023671054097294517,14
0.12610931396484376,0.009624550215684986,0.001602506637573242,0.0004831735324906782,tanh,100,lbfgs,"{'activation': 'tanh', 'hidden_layer_sizes': 100, 'solver': 'lbfgs'}",0.9120879120879121,0.967032967032967,0.967032967032967,0.9340659340659341,0.9340659340659341,0.9428571428571428,0.021308482889742113,10
0.13719468116760253,0.006371368718571401,0.0016939640045166016,0.0005903268476629664,tanh,100,sgd,"{'activation': 'tanh', 'hidden_layer_sizes': 100, 'solver': 'sgd'}",0.8901098901098901,0.8681318681318682,0.8681318681318682,0.8461538461538461,0.8791208791208791,0.8703296703296705,0.014578570507056687,34
0.14703617095947266,0.00875159926594187,0.001405811309814453,0.0004875671624540404,tanh,100,adam,"{'activation': 'tanh', 'hidden_layer_sizes': 100, 'solver': 'adam'}",0.9230769230769231,0.9120879120879121,0.978021978021978,0.9230769230769231,0.967032967032967,0.9406593406593406,0.02655614499691113,14
0.026947927474975587,0.01884816128112903,0.0012009620666503906,0.00039829535634485955,relu,10,lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': 10, 'solver': 'lbfgs'}",0.9340659340659341,0.967032967032967,0.978021978021978,0.945054945054945,0.9560439560439561,0.956043956043956,0.015540808377726312,1
0.06723561286926269,0.005021387047364425,0.0011800289154052734,0.0003656864321702831,relu,10,sgd,"{'activation': 'relu', 'hidden_layer_sizes': 10, 'solver': 'sgd'}",0.8901098901098901,0.6593406593406593,0.9230769230769231,0.9010989010989011,0.8461538461538461,0.843956043956044,0.09564859405269867,38
0.07232475280761719,0.0033870743294097936,0.0010021209716796875,1.2065393568623233e-05,relu,10,adam,"{'activation': 'relu', 'hidden_layer_sizes': 10, 'solver': 'adam'}",0.8901098901098901,0.9120879120879121,0.9120879120879121,0.9120879120879121,0.945054945054945,0.9142857142857143,0.01758241758241759,30
0.04219202995300293,0.015957319787665302,0.001287841796875,0.0005255944059934227,relu,20,lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': 20, 'solver': 'lbfgs'}",0.9340659340659341,0.9230769230769231,0.978021978021978,0.945054945054945,0.9560439560439561,0.9472527472527472,0.018906209378115643,6
0.07279200553894043,0.00780248397385796,0.0011865615844726563,0.00040756500667920496,relu,20,sgd,"{'activation': 'relu', 'hidden_layer_sizes': 20, 'solver': 'sgd'}",0.8351648351648352,0.7362637362637363,0.6593406593406593,0.7142857142857143,0.8791208791208791,0.7648351648351649,0.08063268715535886,43
0.07947077751159667,0.005029671553815844,0.00120391845703125,0.00039546493668376917,relu,20,adam,"{'activation': 'relu', 'hidden_layer_sizes': 20, 'solver': 'adam'}",0.9340659340659341,0.9120879120879121,0.967032967032967,0.9230769230769231,0.9560439560439561,0.9384615384615385,0.020381579110979577,18
0.11991324424743652,0.021498973084583903,0.0014005184173583984,0.0004873322507182391,relu,50,lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': 50, 'solver': 'lbfgs'}",0.9120879120879121,0.945054945054945,0.967032967032967,0.9340659340659341,0.9560439560439561,0.9428571428571428,0.018906209378115674,10
0.12291312217712402,0.0074636211606517455,0.0012011051177978516,0.0003914171306978593,relu,50,sgd,"{'activation': 'relu', 'hidden_layer_sizes': 50, 'solver': 'sgd'}",0.8461538461538461,0.8571428571428571,0.8571428571428571,0.8131868131868132,0.8351648351648352,0.8417582417582417,0.01644684565614917,39
0.12922472953796388,0.005606306510003676,0.0013968944549560547,0.0004896963464377851,relu,50,adam,"{'activation': 'relu', 'hidden_layer_sizes': 50, 'solver': 'adam'}",0.9340659340659341,0.9120879120879121,0.967032967032967,0.9230769230769231,0.9560439560439561,0.9384615384615385,0.020381579110979577,18
0.15333304405212403,0.004582382641716471,0.0014014244079589844,0.0004945095149169879,relu,100,lbfgs,"{'activation': 'relu', 'hidden_layer_sizes': 100, 'solver': 'lbfgs'}",0.8681318681318682,0.9340659340659341,0.967032967032967,0.9340659340659341,0.9560439560439561,0.9318681318681319,0.0343307678061831,26
0.1698464870452881,0.009158752976507045,0.0013266563415527343,0.00038719049815264184,relu,100,sgd,"{'activation': 'relu', 'hidden_layer_sizes': 100, 'solver': 'sgd'}",0.8791208791208791,0.8571428571428571,0.8791208791208791,0.8351648351648352,0.8021978021978022,0.8505494505494505,0.02915714101411338,37
0.17804536819458008,0.006675996581555835,0.0014029502868652343,0.0004896194172220847,relu,100,adam,"{'activation': 'relu', 'hidden_layer_sizes': 100, 'solver': 'adam'}",0.9120879120879121,0.9120879120879121,0.978021978021978,0.9340659340659341,0.967032967032967,0.9406593406593406,0.02745054065230065,14
